,Title,Author,Published date,Format,Sale Price,Old Price,Category
7608,What to Do When You Worry Too Much,Dawn Huebner,15 Sep 2005,Paperback,16.49,16.49,Childrens-Books
7609,Holi Colors,Rina Singh,13 Feb 2018,Board book,10.96,11.0,Childrens-Books
7610,The Lion Inside,Rachel Bright,10 Mar 2016,Paperback,7.77,9.5,Childrens-Books
7611,Have You Filled A Bucket Today?,Carol McCloud,01 Oct 2015,Paperback,10.86,11.0,Childrens-Books
7612,The Very Hungry Caterpillar,Eric Carle,30 Sep 2001,Board book,8.65,8.65,Childrens-Books
7613,Beautiful Oops!,Barney Saltzberg,01 Oct 2010,Hardback,15.55,15.55,Childrens-Books
7614,Dear Zoo,Rod Campbell,08 May 2007,Board book,9.08,9.08,Childrens-Books
7615,The Huge Bag of Worries,Virginia Ironside,06 Jan 2011,Paperback,8.35,9.0,Childrens-Books
7616,The Tiger Who Came to Tea,Judith Kerr,06 Feb 2006,Paperback,9.85,10.0,Childrens-Books
7617,The Koala Who Could,Rachel Bright,17 Feb 2017,Paperback,8.03,9.5,Childrens-Books
7618,The Snail and the Whale,Julia Donaldson,04 Jun 2006,Paperback,10.04,10.04,Childrens-Books
7619,Look Inside Your Body,Louie Stowell,08 Jan 2021,Board book,12.01,12.5,Childrens-Books
7620,I Want My Hat Back,Jon Klassen,04 Oct 2012,Paperback,8.66,10.5,Childrens-Books
7621,Q&A a Day,Potter Gift,26 Feb 2015,Hardback,14.95,21.5,Childrens-Books
7622,Harry Potter Hogwarts Castle and Sticker Book,Running Press,11 Oct 2018,Mixed media product,10.26,13.5,Childrens-Books
7623,Where's Spot?,Eric Hill,16 Jun 2011,Board book,8.85,9.0,Childrens-Books
7624,Don't Let the Pigeon Drive the Bus!,Mo Willems,22 Jul 2011,Paperback,7.93,10.0,Childrens-Books
7625,Monkey Puzzle,Julia Donaldson,13 Sep 2016,Paperback,9.66,9.66,Childrens-Books
7626,A Squash and a Squeeze,Julia Donaldson,23 Sep 2016,Paperback,8.87,9.0,Childrens-Books
7627,Press Here,Herve Tullet,19 Feb 2019,Board book,9.1,9.1,Childrens-Books
7628,The Lion Inside Board Book,Rachel Bright,09 Feb 2017,Board book,7.79,9.0,Childrens-Books
7629,Stick Man,Julia Donaldson,26 Nov 2016,Paperback,9.68,10.0,Childrens-Books
7630,Hey Warrior,Karen Young,31 Jan 2017,Hardback,34.16,34.16,Childrens-Books
7631,First 100 Words,Roger Priddy,10 May 2011,Board book,7.94,7.94,Childrens-Books
7632,Where Is the Green Sheep?,Judy Horacek,16 Mar 2009,Board book,9.1,9.1,Childrens-Books
7633,Room on the Broom,Julia Donaldson,25 Aug 2003,Paperback,9.41,9.41,Childrens-Books
7634,The Very Hungry Caterpillar,Eric Carle,28 Nov 2002,Paperback,8.93,9.5,Childrens-Books
7635,I'm a Big Sister,Joanna Cole,01 Apr 2010,Hardback,8.35,8.5,Childrens-Books
7636,The Day the Crayons Quit,Drew Daywalt,31 Jul 2014,Paperback,10.26,10.5,Childrens-Books
7637,"Let's Talk About Body Boundaries, Consent and Respect",Jayneen Sanders,10 Nov 2017,Paperback,18.9,18.9,Childrens-Books
7638,The Dot,Peter H. Reynolds,04 Oct 2004,Paperback,8.7,10.0,Childrens-Books
7639,Numberblocks Annual 2023,Sweet Cherry Publishing,06 Oct 2022,Hardback,12.96,12.96,Childrens-Books
7640,Sticker Picture Atlas of the World,Sam Baer,01 Apr 2013,Paperback,9.49,9.49,Childrens-Books
7641,Little Kids First Big Book of Dinosaurs,Catherine D. Hughes,16 Aug 2018,Hardback,13.18,13.18,Childrens-Books
7642,Period Power,Maisie Hill,02 Mar 2020,Paperback,16.88,18.5,Childrens-Books
7643,"Easy Learning German Complete Grammar, Verbs and Vocabulary (3 books in 1)",Collins Dictionaries,01 May 2016,Paperback,19.1,19.1,Childrens-Books
7644,Guinness World Records 2023,Guinness World Records,15 Sep 2022,Hardback,27.0,27.0,Childrens-Books
7645,The Spectrum Girl's Survival Guide,Siena Castellon,19 Mar 2020,Paperback,16.89,16.89,Childrens-Books
7646,World Atlas Sticker Activity Book,National Geographic Kids,30 May 2019,Paperback,9.18,9.18,Childrens-Books
7647,Little Kids First Big Book of Space,Catherine D. Hughes,20 Nov 2012,Hardback,13.18,13.18,Childrens-Books
7648,Little Kids First Big Book of Why,Amy Shields,09 Jun 2011,Hardback,13.22,13.22,Childrens-Books
7649,Pokemon Encyclopedia Updated and Expanded 2022,Pokemon,27 Oct 2022,Hardback,20.24,21.0,Childrens-Books
7650,"Easy Learning Italian Complete Grammar, Verbs and Vocabulary (3 books in 1)",Collins Dictionaries,01 May 2016,Paperback,16.99,18.5,Childrens-Books
7651,Britannica All New Children's Encyclopedia,Britannica Group,01 Oct 2020,Hardback,30.91,33.5,Childrens-Books
7652,Minecraft: Mobestiary,Mojang AB,10 Oct 2017,Hardback,21.11,21.11,Childrens-Books
7653,General Relativity for Babies,Chris Ferrie,18 Dec 2017,Board book,12.58,12.58,Childrens-Books
7654,National Geographic Kids Readers: Penguins,Anne Schreiber,01 Feb 2009,Paperback,8.2,8.2,Childrens-Books
7655,How To Solve The Rubik's Cube,Rubik's Cube,01 Apr 2020,Paperback,10.14,10.14,Childrens-Books
7656,LEGO Star Wars Visual Dictionary New Edition,DK,27 Nov 2019,Hardback,22.89,24.5,Childrens-Books
7657,My Book of Rocks and Minerals,Dr Devin Dennie,21 Jul 2017,Hardback,11.95,12.5,Childrens-Books
7658,The Ultimate Book of Vehicles,Anne-Sophie Baumann,18 Mar 2014,Hardback,19.99,22.0,Childrens-Books
7659,The Disney Book of Maps,Walt Disney Company Ltd.,01 Oct 2020,Hardback,18.25,18.5,Childrens-Books
7660,Messi Rules,Simon Mugford,27 Oct 2022,Paperback,11.67,11.67,Childrens-Books
7661,Ronaldo Rules,Simon Mugford,09 Jan 2020,Paperback,22.41,22.41,Childrens-Books
7662,Little Explorers: The Farm,Little Bee Books,10 Apr 2018,Hardback,13.06,13.06,Childrens-Books
7663,Evolution for Babies,Cara Florance,05 Jul 2018,Board book,13.21,13.21,Childrens-Books
7664,Astrophysics for Babies,Chris Ferrie,03 Aug 2018,Board book,19.81,19.81,Childrens-Books
7665,ABCs of Physics,Chris Ferrie,26 Feb 2018,Board book,11.57,11.57,Childrens-Books
7666,Beano Dennis & Gnasher: Battle for Bash Street School,Beano Studios,21 Feb 2023,Paperback,8.86,9.0,Childrens-Books
7667,Kay's Brilliant Brains: World Book Day 2023,Adam Kay,16 Feb 2023,Paperback,3.72,3.72,Childrens-Books
7668,Penguin Readers Level 2: The Extraordinary Life of Mahatma Gandhi (ELT Graded Reader),Chitra Soundar,08 Sep 2022,Paperback,9.17,9.17,Childrens-Books
7669,Kay's Marvellous Medicine,Adam Kay,21 Jul 2022,Paperback,10.72,11.0,Childrens-Books
7670,Knowledge Encyclopedia Ocean!,DK,06 Aug 2020,Hardback,23.99,24.5,Childrens-Books
7671,Art A Children's Encyclopedia,DK,01 Nov 2020,Hardback,21.0,25.0,Childrens-Books
7672,Easy Learning Italian Conversation,Collins Dictionaries,15 Sep 2015,Paperback,10.9,11.5,Childrens-Books
7673,The Ultimate Book of Animals,Anne-Sophie Baumann,14 Oct 2021,Hardback,19.99,22.0,Childrens-Books
7674,The Tintin Collection,Hergé,15 Sep 2015,Hardback,114.75,144.5,Childrens-Books
7675,Cigars of the Pharaoh,Herge,26 Sep 2012,Paperback,10.04,10.04,Childrens-Books
7676,Destination Moon,Herge,14 Jul 2009,Hardback,13.23,13.5,Childrens-Books
7677,Explorers on the Moon,Herge,26 Sep 2012,Paperback,10.04,10.04,Childrens-Books
7678,Flight 714 to Sydney,Herge,15 Jul 2011,Paperback,12.0,12.0,Childrens-Books
7679,King Ottokar's Sceptre,Herge,26 Sep 2012,Paperback,10.04,10.04,Childrens-Books
7680,Prisoners of the Sun,Herge,26 Sep 2012,Paperback,10.6,10.6,Childrens-Books
7681,Red Rackham's Treasure,Herge,14 Jul 2009,Hardback,13.23,14.0,Childrens-Books
7682,The Black Island,Hergé,01 Dec 2002,Paperback,10.04,10.04,Childrens-Books
7683,The Blue Lotus,Herge,26 Sep 2012,Paperback,10.6,10.6,Childrens-Books
7684,The Castafiore Emerald,Herge,26 Sep 2012,Paperback,10.01,10.01,Childrens-Books
7685,The Crab with the Golden Claws,Herge,26 Sep 2012,Paperback,10.04,10.04,Childrens-Books
7686,The Secret of the Unicorn,Herge,26 Sep 2012,Paperback,10.08,10.08,Childrens-Books
7687,The Seven Crystal Balls,Hergé,26 Sep 2012,Paperback,10.58,10.58,Childrens-Books
7688,The Shooting Star,Herge,26 Sep 2012,Hardback,13.24,14.0,Childrens-Books
7689,Tintin and the Lake of Sharks,Herge,01 Dec 2003,Paperback,9.92,10.0,Childrens-Books
7690,Tintin in America,Herge,26 Sep 2012,Paperback,10.04,10.04,Childrens-Books
7691,Tintin in the Land of the Soviets,Herge,28 Oct 2012,Paperback,11.39,11.5,Childrens-Books
7692,Tintin in Tibet,Hergé,26 Sep 2012,Paperback,10.03,10.03,Childrens-Books
7693,Asterix: Asterix and The Chariot Race,Jean-Yves Ferri,23 Oct 2018,Paperback,8.4,10.0,Childrens-Books
7694,Asterix: Asterix and The Missing Scroll,Jean-Yves Ferri,11 Oct 2016,Paperback,8.99,10.5,Childrens-Books
7695,Asterix: Asterix and The Missing Scroll,Jean-Yves Ferri,24 Nov 2015,Hardback,10.77,13.5,Childrens-Books
7696,Asterix: Asterix and The Picts,Jean-Yves Ferri,12 Dec 2015,Paperback,9.18,11.5,Childrens-Books
7697,Asterix: Asterix Omnibus 8,Rene Goscinny,02 Sep 2014,Paperback,16.81,18.0,Childrens-Books
7698,Asterix: Asterix Omnibus 7,Rene Goscinny,17 Jun 2014,Paperback,17.95,18.5,Childrens-Books
7699,Asterix: Asterix and The Picts,Jean-Yves Ferri,17 Dec 2013,Hardback,10.67,13.5,Childrens-Books
7700,Asterix: Asterix Omnibus 8,Rene Goscinny,05 Nov 2013,Hardback,17.33,24.5,Childrens-Books
7701,Asterix: Where's Dogmatix?,Albert Uderzo,03 Sep 2013,Paperback,7.5,7.5,Childrens-Books
7702,Asterix: Asterix Omnibus 6,Rene Goscinny,16 Jul 2013,Paperback,16.26,17.99,Childrens-Books
7703,Asterix: Asterix Omnibus 5,Rene Goscinny,04 Dec 2021,Paperback,17.95,18.5,Childrens-Books
7704,Asterix: Asterix Omnibus 7,Rene Goscinny,06 Mar 2022,Hardback,23.95,30.5,Childrens-Books
7705,Asterix: Asterix Omnibus 4,Rene Goscinny,06 Nov 2012,Paperback,17.99,18.5,Childrens-Books
7706,Asterix: Where's Dogmatix?,Albert Uderzo,06 Nov 2012,Hardback,11.18,11.5,Childrens-Books
7707,Asterix: Asterix Omnibus 6,Rene Goscinny,16 Oct 2012,Hardback,23.95,24.5,Childrens-Books
7708,Asterix: Asterix Omnibus 5,Rene Goscinny,04 Sep 2012,Hardback,24.24,24.5,Childrens-Books
7709,Asterix: Asterix Omnibus 3,Rene Goscinny,02 Oct 2012,Paperback,18.2,18.5,Childrens-Books
7710,Harry Potter Box Set: The Complete Collection (Children's Paperback),J. K. Rowling,01 Dec 2020,Paperback,62.6,76.0,Childrens-Books
7711,Harry Potter Box Set: The Complete Collection (Children's Hardback),J. K. Rowling,15 Nov 2014,Hardback,105.03,138.5,Childrens-Books
7712,The Lord of the Rings,J. R. R. Tolkien,29 Jan 2001,Paperback,27.97,33.0,Childrens-Books
7713,Harry Potter 1-3 Box Set: A Magical Adventure Begins,J. K. Rowling,27 Feb 2020,Paperback,25.05,29.5,Childrens-Books
7714,Throne of Glass Paperback Box Set,Sarah J. Maas,07 Oct 2021,Paperback,70.4,87.0,Childrens-Books
7715,Arc of a Scythe Boxed Set,Neal Shusterman,07 Nov 2019,Paperback,32.4,32.4,Childrens-Books
7716,Phonics Boxed Set,Quinlan B. Lee,07 Oct 2021,Hardback,11.1,12.5,Childrens-Books
7717,The World of David Walliams: Fun-Tastic Families Box Set,David Walliams,03 Feb 2022,Paperback,25.5,25.5,Childrens-Books
7718,Shadow and Bone Boxed Set,Leigh Bardugo,10 Dec 2021,Paperback,20.99,29.5,Childrens-Books
7719,Infernal Devices box set,Cassandra Clare,19 Dec 2016,Paperback,24.58,33.0,Childrens-Books
7720,Chaos Walking Boxed Set,Patrick Ness,01 Aug 2019,Paperback,23.36,29.5,Childrens-Books
7721,The Hogwarts Library Box Set,J. K. Rowling,09 Jan 2020,Paperback,21.21,25.5,Childrens-Books
7722,Pax 2-Book Box Set,Sara Pennypacker,12 Oct 2021,Hardback,34.88,36.0,Childrens-Books
7723,Pokemon Super Special Box Set (Pokemon),Helena Mayer,07 Dec 2021,Paperback,26.65,30.5,Childrens-Books
7724,The Hogwarts Library Box Set,J. K. Rowling,20 Apr 2017,Hardback,33.13,42.5,Childrens-Books
7725,The Mortal Instruments Boxed Set,Cassandra Clare,11 Jul 2019,Paperback,50.61,57.0,Childrens-Books
7726,Smile/Sisters/Guts Box Set,Raina Telgemeier,05 Aug 2021,Paperback,36.95,42.5,Childrens-Books
7727,The Dark Artifices Box Set,Cassandra Clare,27 Feb 2020,Paperback,36.86,36.86,Childrens-Books
7728,Fantastically Great Women Boxed Set,Kate Pankhurst,14 Nov 2019,Hardback,30.76,30.76,Childrens-Books
7729,The Penderwicks Paperback 5-Book Boxed Set,Jeanne Birdsall,05 Oct 2021,Paperback,29.99,45.5,Childrens-Books
7730,Mini Masters Boxed Set,Suzanne Bober,27 Jun 2008,Board book,15.85,20.5,Childrens-Books
7731,The Bolds Box Set,Julian Clary,05 Sep 2019,Paperback,24.6,31.0,Childrens-Books
7732,Lightkeepers Boys Box Set,Irene Howat,20 Jul 2009,Paperback,29.84,31.0,Childrens-Books
7733,Lightkeepers Girls Box Set,Irene Howat,07 Oct 2016,Paperback,27.85,31.0,Childrens-Books
7734,Serafina Boxed Set,Robert Beatty,03 Sep 2019,Hardback,66.9,68.0,Childrens-Books
7735,Harry Potter Ravenclaw House Editions Hardback Box Set,J. K. Rowling,11 Nov 2021,Hardback,125.87,168.5,Childrens-Books
7736,Harry Potter Hufflepuff House Editions Hardback Box Set,J. K. Rowling,11 Nov 2021,Hardback,118.99,168.5,Childrens-Books
7737,The Roald Dahl Centenary Boxed Set,Roald Dahl,13 Sep 2016,Hardback,95.08,110.5,Childrens-Books
7738,Ivy and Bean Boxed Set 2,Annie Barrows,12 Oct 2010,Paperback,17.95,20.5,Childrens-Books
7739,Tintin Paperback Boxed Set 23 titles,Herge,10 Jan 2019,Paperback,200.89,221.5,Childrens-Books
7740,The Chronicles of Narnia box set,C. S. Lewis,05 Nov 2015,Hardback,88.71,108.5,Childrens-Books
7741,Miss Peregrine's Peculiar Children Boxed Set,Ransom Riggs,16 Aug 2016,Hardback,45.56,56.5,Childrens-Books
7742,Miss Peregrine's Peculiar Children Boxed Set,Ransom Riggs,20 Oct 2015,Paperback,38.32,50.0,Childrens-Books
7743,Sabrina Hahn's Art & Concepts for Kids 4-Book Box Set,Sabrina Hahn,17 Mar 2022,Hardback,42.49,42.49,Childrens-Books
7744,Magic Tree House Graphic Novels 1-2 Boxed Set,Mary Pope Osborne,16 Nov 2021,Hardback,19.59,20.5,Childrens-Books
7745,Unfolding Grace,Christopher Murphy,18 Jan 2023,Paperback,21.55,21.55,Fiction
7746,Women Talking,Miriam Toews,19 Jan 2023,Paperback,11.5,11.5,Fiction
7747,Victory City,Salman Rushdie,09 Feb 2023,Hardback,21.86,27.5,Fiction
7748,El arte de ser nosotros,Inma Rubiales,08 Feb 2023,Paperback,28.43,28.43,Fiction
7749,Elektra,Jennifer Saint,19 Jan 2023,Paperback,9.14,11.5,Fiction
7750,Finlay Donovan Jumps the Gun,Elle Cosimano,31 Jan 2023,Paperback,17.95,18.5,Fiction
7751,A Long Time Coming,Meghan Quinn,26 Jan 2023,Paperback,11.46,12.5,Fiction
7752,Dolly's Dream,Dilly Court,02 Feb 2023,Paperback,10.97,11.5,Fiction
7753,The House of Eve,Sadeqa Johnson,07 Feb 2023,Hardback,26.9,28.5,Fiction
7754,The Leviathan,Rosie Andrews,12 Jan 2023,Paperback,11.5,11.5,Fiction
7755,The Shards,Bret Easton Ellis,17 Jan 2023,Hardback,29.95,30.5,Fiction
7756,Under the Whispering Door,Tj Klune,02 Feb 2023,Paperback,11.41,13.5,Fiction
7757,Exes and O's,Amy Lea,19 Jan 2023,Paperback,10.45,11.0,Fiction
7758,Kick the Latch,Kathryn Scanlan,19 Jan 2023,Paperback,12.5,12.5,Fiction
7759,The Cloisters,Katy Hays,19 Jan 2023,Hardback,17.99,18.5,Fiction
7760,History Keeps Me Awake at Night,Christy Edwall,02 Feb 2023,Hardback,14.56,16.0,Fiction
7761,Exiles,Jane Harper,02 Feb 2023,Hardback,19.59,21.0,Fiction
7762,Cold People,Tom Rob Smith,19 Jan 2023,Paperback,19.95,19.95,Fiction
7763,The Night Man,Jorn Lier Horst,02 Feb 2023,Paperback,12.04,12.5,Fiction
7764,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,26 Jan 2023,Hardback,21.41,24.5,Fiction
7765,The Birthday Party,Laurent Mauvignier,07 Feb 2023,Paperback,18.88,19.5,Fiction
7766,Can't Say Goobye,Eden Finley,25 Jan 2023,Paperback,17.64,18.2,Fiction
7767,The Birthday Party,Laurent Mauvignier,18 Jan 2023,Paperback,17.91,21.0,Fiction
7768,Hold My Girl,Charlene Carr,02 Feb 2023,Hardback,15.52,16.0,Fiction
7769,"A Mountain to the North, A Lake to The South, Paths to the West, A River to the East",Laszlo Krasznahorkai,12 Jan 2023,Hardback,17.92,19.0,Fiction
7770,Honor,Thrity Umrigar,02 Feb 2023,Paperback,11.45,12.5,Fiction
7771,Vladimir,Julia May Jonas,09 Feb 2023,Paperback,16.95,16.95,Fiction
7772,How High We Go in the Dark,Sequoia Nagamatsu,09 Feb 2023,Paperback,10.48,11.5,Fiction
7773,"Georgie, All Along",Kate Clayborn,24 Jan 2023,Paperback,17.21,17.5,Fiction
7774,Genesis,Chris Carter,19 Jan 2023,Paperback,11.5,11.5,Fiction
7775,The Only Suspect,Louise Candlish,02 Feb 2023,Paperback,15.59,15.59,Fiction
7776,"Sorry, Bro",Taleen Voskuni,02 Feb 2023,Paperback,10.56,11.5,Fiction
7777,The Colony,Audrey Magee,02 Feb 2023,Paperback,10.26,11.5,Fiction
7778,It Ends With Us: The most heartbreaking novel you'll ever read,Colleen Hoover,02 Aug 2016,Paperback,9.62,10.5,Fiction
7779,Final Offer,Lauren Asher,31 Jan 2023,Paperback,10.01,12.5,Fiction
7780,Cold Enough for Snow,Jessica Au,23 Feb 2022,Paperback,11.33,12.5,Fiction
7781,Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,14 Oct 2021,Paperback,9.64,11.5,Fiction
7782,Verity,Colleen Hoover,20 Jan 2022,Paperback,8.83,11.5,Fiction
7783,Before the Coffee Gets Cold,Toshikazu Kawaguchi,19 Sep 2019,Paperback,11.2,13.5,Fiction
7784,Heartstopper Volume 1,Alice Oseman,02 Feb 2023,Hardback,16.79,21.0,Fiction
7785,The Fine Print,Lauren Asher,27 Jan 2022,Paperback,9.99,13.5,Fiction
7786,Small Things Like These,Claire Keegan,03 Nov 2022,Paperback,9.96,11.5,Fiction
7787,Twisted Love,Ana Huang,05 May 2022,Paperback,9.99,13.5,Fiction
7788,Terms and Conditions,Lauren Asher,17 Mar 2022,Paperback,10.49,13.5,Fiction
7789,The Last Hours: Chain of Thorns,Cassandra Clare,31 Jan 2023,Hardback,19.95,21.0,Fiction
7790,The Midnight Library,Matt Haig,18 Feb 2021,Paperback,9.67,11.5,Fiction
7791,The Silent Patient,Alex Michaelides,15 Jan 2020,Paperback,9.49,11.5,Fiction
7792,Things We Never Got Over,Lucy Score,14 Jul 2022,Paperback,10.82,11.5,Fiction
7793,The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 2,Rou Bao Bu Chi Rou,24 Jan 2023,Paperback,15.55,20.5,Fiction
7794,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 4,Mo Xiang Tong Xiu,20 Sep 2022,Paperback,15.11,20.5,Fiction
7795,A Good Girl's Guide to Murder,Holly Jackson,17 Oct 2019,Paperback,10.25,10.5,Fiction
7796,Icebreaker,Hannah Grace,19 Jan 2023,Paperback,9.68,11.5,Fiction
7797,Once Upon A Broken Heart,Stephanie Garber,30 Jun 2022,Paperback,9.23,11.5,Fiction
7798,Where the Crawdads Sing,Delia Owens,20 Dec 2019,Paperback,9.99,13.5,Fiction
7799,Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,14 Oct 2021,Paperback,9.64,11.5,Fiction
7800,Small Things Like These,Claire Keegan,03 Nov 2022,Paperback,9.96,11.5,Fiction
7801,Daisy Jones and The Six,Taylor Jenkins Reid,09 Jan 2020,Paperback,11.28,11.5,Fiction
7802,The Song of Achilles,Madeline Miller,21 Sep 2017,Paperback,11.21,13.5,Fiction
7803,The Art of War,Sun Tzu,14 Oct 2011,Paperback,5.66,5.66,Fiction
7804,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4,Mo Xiang Tong Xiu,13 Dec 2022,Paperback,15.02,20.5,Fiction
7805,Crime and Punishment,Fyodor Dostoevsky,05 May 2000,Paperback,6.64,9.0,Fiction
7806,Lessons in Chemistry,Bonnie Garmus,05 Apr 2022,Hardback,19.99,21.0,Fiction
7807,Babel,R.F. Kuang,01 Sep 2022,Hardback,19.13,21.0,Fiction
7808,Kindred,Octavia E. Butler,03 May 2018,Paperback,9.99,12.5,Fiction
7809,She and her Cat,Makoto Shinkai,06 Oct 2022,Hardback,11.49,13.5,Fiction
7810,The Things We Leave Unfinished,Rebecca Yarros,24 Nov 2022,Paperback,11.37,11.37,Fiction
7811,Vinland Saga 13,Makoto Yukimura,10 Jan 2023,Hardback,20.87,23.5,Fiction
7812,The Seven Sisters,Lucinda Riley,01 Nov 2018,Paperback,9.18,11.5,Fiction
7813,The Agency for Scandal,Laura Wood,05 Jan 2023,Paperback,11.5,11.5,Fiction
7814,To Kill A Mockingbird,Harper Lee,29 Dec 2010,Paperback,10.4,11.5,Fiction
7815,Victory City,Salman Rushdie,09 Feb 2023,Hardback,21.86,27.5,Fiction
7816,Sweet Bean Paste,Durian Sukegawa,14 Nov 2017,Paperback,9.57,11.5,Fiction
7817,The Song of Achilles,Madeline Miller,02 Sep 2021,Hardback,21.39,24.5,Fiction
7818,Lessons in Chemistry,Bonnie Garmus,02 Mar 2023,Paperback,13.5,13.5,Fiction
7819,Thousand Autumns: Qian Qiu (Novel) Vol. 1,Meng Xi Shi,14 Mar 2023,Paperback,23.5,23.5,Fiction
7820,The Mirror and the Light,Hilary Mantel,29 Apr 2021,Paperback,12.36,13.5,Fiction
7821,Shuggie Bain,Douglas Stuart,15 Apr 2021,Paperback,11.51,13.5,Fiction
7822,First Person Singular,Haruki Murakami,20 Apr 2021,Hardback,19.73,21.5,Fiction
7823,The Vanishing Half,Brit Bennett,03 Jun 2021,Paperback,9.97,12.5,Fiction
7824,The Glass Hotel,Emily St. John Mandel,29 Apr 2021,Paperback,11.34,12.5,Fiction
7825,Here We Are,Graham Swift,15 Apr 2021,Paperback,10.9,11.5,Fiction
7826,The Pull of the Stars,Emma Donoghue,27 May 2021,Paperback,10.52,11.5,Fiction
7827,Because of You,Dawn French,29 Apr 2021,Paperback,10.72,11.5,Fiction
7828,Here and Now,Santa Montefiore,15 Apr 2021,Paperback,10.64,11.5,Fiction
7829,Dreamland,Rosa Rankin-Gee,15 Apr 2021,Hardback,16.85,18.5,Fiction
7830,Home Stretch,Graham Norton,29 Apr 2021,Paperback,9.99,11.5,Fiction
7831,Moonflower Murders,Anthony Horowitz,29 Apr 2021,Paperback,12.04,12.5,Fiction
7832,How Do You Live?,Genzaburo Yoshino,08 Apr 2021,Hardback,16.62,19.5,Fiction
7833,The Devil and the Dark Water,Stuart Turton,13 May 2021,Paperback,11.15,11.5,Fiction
7834,Fragile Monsters,Catherine Menon,08 Apr 2021,Hardback,25.62,25.62,Fiction
7835,The Golden Rule,Amanda Craig,29 Apr 2021,Paperback,9.99,11.5,Fiction
7836,The Talented Mr Varg,Alexander McCall Smith,08 Apr 2021,Paperback,8.99,11.5,Fiction
7837,A Song for the Dark Times,Ian Rankin,29 Apr 2021,Paperback,8.94,11.19,Fiction
7838,Worst Idea Ever,Jane Fallon,29 Apr 2021,Hardback,18.2,18.2,Fiction
7839,The Court of Miracles,Kester Grant,29 Apr 2021,Paperback,10.71,11.5,Fiction
7840,The Therapist,B A Paris,15 Apr 2021,Hardback,16.62,17.0,Fiction
7841,The Dreamers,Karen Thompson Walker,01 May 2021,Paperback,10.61,11.5,Fiction
7842,The Duck Who Didn't Like Water,Steve Small,15 Apr 2021,Hardback,14.99,16.0,Fiction
7843,The Kingdom,Jo Nesbo,29 Apr 2021,Paperback,12.17,12.5,Fiction
7844,The End of Men,Christina Sweeney-Baird,29 Apr 2021,Hardback,17.99,18.5,Fiction
7845,The Whole Truth,Cara Hunter,29 Apr 2021,Paperback,11.25,11.25,Fiction
7846,Come Again,Robert Webb,29 Apr 2021,Paperback,9.71,11.5,Fiction
7847,The Coming of the Wolf,Elizabeth Chadwick,15 Apr 2021,Paperback,8.26,11.5,Fiction
7848,Final Betrayal,Patricia Gibney,15 Apr 2021,Paperback,12.11,12.5,Fiction
7849,The Summer Job,Lizzy Dent,15 Apr 2021,Hardback,16.45,16.45,Fiction
7850,Under the Wave at Waimea,Paul Theroux,22 Apr 2021,Hardback,22.75,23.5,Fiction
7851,The Air Raid Girls,Jenny Holmes,15 Apr 2021,Paperback,8.94,9.0,Fiction
7852,Other Women,Cathy Kelly,10 Aug 2021,Hardback,15.09,27.0,Fiction
7853,The Last Hours: Chain of Thorns,Cassandra Clare,31 Jan 2023,Hardback,19.95,21.0,Fiction
7854,The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 2,Rou Bao Bu Chi Rou,24 Jan 2023,Paperback,15.55,20.5,Fiction
7855,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 4,Mo Xiang Tong Xiu,20 Sep 2022,Paperback,15.11,20.5,Fiction
7856,Once Upon A Broken Heart,Stephanie Garber,30 Jun 2022,Paperback,9.23,11.5,Fiction
7857,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 5,Mo Xiang Tong Xiu,20 Dec 2022,Paperback,15.25,20.5,Fiction
7858,The Song of Achilles,Madeline Miller,21 Sep 2017,Paperback,11.21,13.5,Fiction
7859,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4,Mo Xiang Tong Xiu,13 Dec 2022,Paperback,15.02,20.5,Fiction
7860,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 5 (Special Edition),Mo Xiang Tong Xiu;,02 May 2023,Paperback,26.71,26.71,Fiction
